test_file,test,base_time_min,base_time_mean,base_time_max,dynamo_time_min,dynamo_time_mean,dynamo_time_max,ratio
test_userlist.py,UserListTest.test_mixedadd,0.116,0.11825,0.12,0.374,0.3805,0.391,3.2177589852008457
test_set.py,TestBasicOpsTuple.test_empty_isdisjoint,0.119,0.1195,0.12,0.382,0.3845,0.386,3.2175732217573225
test_set.py,TestMutate.test_update_empty_tuple,0.116,0.11875,0.122,0.377,0.382,0.385,3.216842105263158
test_set.py,TestBinaryOps.test_intersection_superset,0.117,0.11875,0.121,0.373,0.382,0.386,3.216842105263158
test_set.py,TestOnlySetsOperator.test_union,0.118,0.12,0.121,0.385,0.386,0.387,3.216666666666667
test_dict.py,DictTest.test_constructor,0.116,0.119,0.12,0.376,0.38275000000000003,0.394,3.2163865546218493
test_with.py,NestedNonexceptionalTestCase.testSingleArgBoundToSingleElementParenthesizedList,0.118,0.11925,0.121,0.38,0.3835,0.391,3.215932914046122
test_set.py,TestBasicOpsSingleton.test_union_empty,0.119,0.1195,0.12,0.379,0.38425,0.389,3.215481171548117
test_set.py,TestBasicOpsMixedStringBytes.test_empty_difference,0.115,0.11725,0.119,0.367,0.377,0.392,3.215351812366738
test_exceptions.py,ExceptionTests.test_context_of_exception_in_except_and_finally,0.115,0.11725,0.119,0.373,0.377,0.383,3.215351812366738
test_set.py,TestSet.test_iand,0.12,0.12075,0.122,0.378,0.38825,0.397,3.2153209109730847
test_contextlib.py,ContextManagerTestCase.test_contextmanager_plain,0.12,0.12075,0.121,0.385,0.38825,0.392,3.2153209109730847
test_raise.py,TestRaise.test_yield_reraise,0.115,0.1175,0.121,0.373,0.37775000000000003,0.382,3.214893617021277
test_set.py,TestBasicOpsBytes.test_self_difference,0.119,0.12,0.121,0.381,0.38575000000000004,0.393,3.2145833333333336
test_set.py,TestOnlySetsDict.test_intersection,0.119,0.12025,0.121,0.377,0.3865,0.393,3.214137214137214
test_int.py,IntTestCases.test_invalid_signs,0.118,0.12025,0.122,0.375,0.3865,0.395,3.214137214137214
test_set.py,TestOnlySetsGenerator.test_update_operator,0.115,0.118,0.121,0.376,0.37925,0.384,3.2139830508474576
test_ordered_dict.py,CPythonSubclassMappingTests.test_pop,0.119,0.1205,0.121,0.386,0.38725,0.388,3.2136929460580914
test_set.py,TestOnlySetsTuple.test_eq_ne,0.12,0.1205,0.121,0.382,0.38725,0.39,3.2136929460580914
test_set.py,TestOnlySetsNumeric.test_update_operator,0.116,0.11750000000000001,0.12,0.373,0.3775,0.382,3.212765957446808
test_ordered_dict.py,CPythonGeneralMappingTests.test_keys,0.117,0.11875,0.121,0.375,0.3815,0.388,3.2126315789473687
test_operator.py,PyOperatorTestCase.test_is_not,0.119,0.12,0.121,0.384,0.3855,0.389,3.2125000000000004
test_itertools.py,TestGC.test_pairwise,0.115,0.1165,0.118,0.372,0.37424999999999997,0.376,3.21244635193133
test_math.py,MathTests.testLog1p,0.12,0.12125,0.122,0.385,0.3895,0.393,3.2123711340206187
test_exceptions.py,ExceptionTests.test_no_hang_on_context_chain_cycle1,0.116,0.11775,0.12,0.377,0.37825,0.379,3.2123142250530785
test_set.py,TestBasicOpsTuple.test_issue_37219,0.117,0.118,0.119,0.37,0.379,0.392,3.2118644067796613
test_set.py,TestOnlySetsGenerator.test_eq_ne,0.116,0.11925,0.121,0.375,0.383,0.391,3.211740041928721
test_collections.py,TestChainMap.test_constructor,0.119,0.12075,0.122,0.381,0.38775000000000004,0.396,3.211180124223603
test_exceptions.py,ExceptionTests.test_raise_in_generator,0.115,0.1175,0.119,0.366,0.37725,0.386,3.2106382978723405
test_generators.py,GeneratorCloseTest.test_close_return_value,0.116,0.119,0.121,0.381,0.382,0.383,3.2100840336134455
test_math.py,MathTests.test_math_dist_leak,0.119,0.1205,0.121,0.385,0.38675000000000004,0.39,3.209543568464731
test_list.py,ListTest.test_contains,0.12,0.12075,0.121,0.382,0.3875,0.391,3.2091097308488616
test_set.py,TestSet.test_xor,0.12,0.12075,0.121,0.382,0.3875,0.391,3.2091097308488616
test_set.py,TestBasicOpsSingleton.test_empty_difference_rev,0.116,0.1185,0.121,0.374,0.38025,0.388,3.2088607594936707
test_set.py,TestBinaryOps.test_union_overlap,0.118,0.11975,0.121,0.382,0.38425,0.389,3.208768267223382
test_int.py,IntTestCases.test_unicode,0.116,0.11750000000000001,0.12,0.368,0.377,0.384,3.2085106382978723
test_float.py,InfNanTest.test_nan_signs,0.116,0.11875,0.12,0.38,0.381,0.382,3.208421052631579
test_set.py,TestBasicOpsEmpty.test_length,0.118,0.11875,0.12,0.378,0.381,0.383,3.208421052631579
test_set.py,TestFrozenSetSubclass.test_init,0.116,0.12,0.123,0.383,0.385,0.387,3.2083333333333335
test_set.py,TestBasicOpsString.test_empty_difference,0.115,0.11775,0.121,0.373,0.37775000000000003,0.381,3.2080679405520174
test_list.py,ListTest.test_slice,0.116,0.11775000000000001,0.121,0.377,0.37775000000000003,0.379,3.208067940552017
test_set.py,TestOnlySetsTuple.test_intersection_update,0.116,0.119,0.122,0.374,0.38175000000000003,0.389,3.2079831932773115
test_set.py,TestUpdateOps.test_union_method_call,0.116,0.119,0.122,0.374,0.38175000000000003,0.386,3.2079831932773115
test_set.py,TestBinaryOps.test_isdisjoint_non_overlap,0.119,0.12025,0.122,0.384,0.38575000000000004,0.388,3.207900207900208
test_set.py,TestBinaryOps.test_union_non_overlap,0.118,0.11925,0.12,0.381,0.3825,0.384,3.207547169811321
test_set.py,TestBasicOpsBytes.test_self_symmetric_difference,0.116,0.1195,0.121,0.38,0.38325,0.388,3.207112970711297
test_set.py,TestSetSubclass.test_uniquification,0.12,0.12075,0.122,0.382,0.38725,0.397,3.20703933747412
test_set.py,TestFrozenSetSubclass.test_nested_empty_constructor,0.116,0.11750000000000001,0.121,0.369,0.37675000000000003,0.387,3.206382978723404
test_set.py,TestOnlySetsOperator.test_intersection_update,0.116,0.11875,0.121,0.375,0.38075000000000003,0.387,3.2063157894736847
test_set.py,TestBasicOpsMixedStringBytes.test_self_isdisjoint,0.119,0.12,0.121,0.38,0.38475000000000004,0.387,3.2062500000000003
test_range.py,RangeTest.test_contains,0.116,0.11775,0.119,0.377,0.3775,0.379,3.2059447983014864
test_set.py,TestBasicOpsString.test_copy,0.116,0.119,0.12,0.381,0.3815,0.383,3.2058823529411766
test_set.py,TestSetSubclass.test_and,0.119,0.1205,0.122,0.382,0.38625,0.388,3.2053941908713695
test_set.py,TestSetSubclass.test_ixor,0.12,0.1205,0.122,0.384,0.38625,0.388,3.2053941908713695
test_iter.py,TestCase.test_exception_function,0.119,0.11975,0.12,0.379,0.38375000000000004,0.39,3.204592901878915
test_operator.py,PyOperatorTestCase.test_mod,0.115,0.11875,0.121,0.379,0.3805,0.383,3.20421052631579
test_set.py,TestUpdateOps.test_intersection_non_overlap,0.115,0.11875,0.122,0.375,0.3805,0.388,3.20421052631579
test_set.py,TestBasicOpsMixedStringBytes.test_intersection_empty,0.116,0.12,0.122,0.38,0.3845,0.387,3.204166666666667
test_generators.py,GeneratorThrowTest.test_exception_context_with_yield,0.116,0.12,0.122,0.376,0.3845,0.39,3.204166666666667
test_dict.py,GeneralMappingTests.test_keys,0.117,0.119,0.121,0.38,0.38125,0.383,3.203781512605042
test_operator.py,PyOperatorTestCase.test_getitem,0.118,0.119,0.121,0.374,0.38125,0.388,3.203781512605042
test_set.py,TestSet.test_ior,0.118,0.11925,0.12,0.374,0.382,0.389,3.2033542976939207
test_set.py,TestMutate.test_remove_present,0.118,0.1205,0.122,0.378,0.386,0.389,3.203319502074689
test_set.py,TestBinaryOps.test_intersection_overlap,0.119,0.1205,0.122,0.383,0.386,0.389,3.203319502074689
test_sys.py,SysModuleTest.test_implementation,0.12,0.1205,0.121,0.376,0.386,0.395,3.203319502074689
test_itertools.py,TestGC.test_chain_from_iterable,0.115,0.117,0.12,0.373,0.37475,0.376,3.202991452991453
test_dict.py,SubclassMappingTests.test_pop,0.114,0.116,0.118,0.364,0.3715,0.387,3.2025862068965516
test_set.py,TestSetOfSets.test_constructor,0.117,0.11975,0.121,0.381,0.3835,0.386,3.2025052192066807
test_complex.py,ComplexTest.test_floordiv,0.117,0.11875,0.12,0.376,0.38025,0.385,3.2021052631578946
test_bool.py,BoolTest.test_format,0.115,0.118,0.12,0.373,0.37775000000000003,0.382,3.201271186440678
test_dict.py,SubclassMappingTests.test_get,0.113,0.11699999999999999,0.12,0.371,0.3745,0.376,3.200854700854701
test_itertools.py,TestExamples.test_zip,0.115,0.11725,0.12,0.368,0.37525,0.386,3.2004264392324093
test_set.py,TestBasicOpsSingleton.test_equivalent_equality,0.115,0.11875,0.121,0.374,0.38,0.382,3.2
test_set.py,TestBasicOpsString.test_self_symmetric_difference,0.119,0.12025,0.121,0.382,0.38475000000000004,0.389,3.1995841995842
test_with.py,NonexceptionalTestCase.testUnboundGenerator,0.119,0.12025,0.121,0.381,0.38475000000000004,0.387,3.1995841995842
test_with.py,NonexceptionalTestCase.testInlineGeneratorBoundToDottedVariable,0.114,0.118,0.12,0.373,0.3775,0.385,3.1991525423728815
test_iter.py,TestCase.test_iter_function,0.118,0.1195,0.121,0.375,0.38225,0.392,3.198744769874477
test_set.py,TestBasicOpsBytes.test_self_intersection,0.119,0.1195,0.12,0.372,0.38225,0.387,3.198744769874477
test_set.py,TestBasicOpsString.test_empty_intersection,0.115,0.117,0.121,0.368,0.37424999999999997,0.383,3.1987179487179485
test_set.py,TestSet.test_sub_and_super,0.121,0.12225,0.123,0.382,0.391,0.396,3.198364008179959
test_iter.py,TestCase.test_iter_function_stop,0.119,0.11975,0.121,0.375,0.383,0.396,3.198329853862213
test_set.py,TestMutate.test_discard_present,0.117,0.12,0.122,0.377,0.38375000000000004,0.387,3.197916666666667
test_float.py,HexFloatTestCase.test_ends,0.119,0.12,0.121,0.38,0.38375000000000004,0.386,3.197916666666667
test_heapq.py,TestHeapPython.test_heappop_max,0.117,0.11875,0.121,0.371,0.37975000000000003,0.385,3.197894736842106
test_set.py,TestOnlySetsNumeric.test_intersection,0.119,0.1205,0.122,0.382,0.38525,0.393,3.197095435684647
test_ordered_dict.py,CPythonSubclassMappingTests.test_items,0.116,0.118,0.12,0.369,0.37725,0.381,3.1970338983050848
test_itertools.py,TestGC.test_compress,0.115,0.11699999999999999,0.119,0.373,0.374,0.375,3.1965811965811968
test_list.py,ListTest.test_slice_assign_iterator,0.118,0.1185,0.12,0.373,0.37875000000000003,0.385,3.19620253164557
test_dict.py,SubclassMappingTests.test_values,0.114,0.11725,0.121,0.365,0.37475,0.382,3.196162046908316
test_contextlib.py,ContextManagerTestCase.test_contextmanager_trap_no_yield,0.117,0.12,0.122,0.375,0.3835,0.388,3.1958333333333333
test_set.py,TestBasicOpsSingleton.test_in,0.116,0.11750000000000001,0.121,0.37,0.3755,0.378,3.1957446808510634
test_complex.py,ComplexTest.test_negated_imaginary_literal,0.119,0.11925,0.12,0.375,0.381,0.386,3.1949685534591197
test_set.py,TestBasicOpsTriple.test_empty_intersection,0.115,0.11925,0.121,0.37,0.381,0.39,3.1949685534591197
test_set.py,TestOnlySetsNumeric.test_sym_difference,0.117,0.118,0.12,0.374,0.377,0.384,3.1949152542372885
test_with.py,NestedWith.testExceptionInExprList,0.115,0.11675,0.12,0.364,0.373,0.381,3.1948608137044965
test_set.py,TestOnlySetsDict.test_eq_ne,0.12,0.12075,0.122,0.376,0.38575000000000004,0.396,3.194616977225673
test_tuple.py,TupleTest.test_hash_optional,0.115,0.11699999999999999,0.119,0.366,0.37375,0.377,3.194444444444445
test_set.py,TestUpdateOps.test_difference_subset,0.119,0.121,0.122,0.381,0.3865,0.39,3.194214876033058
test_set.py,TestBasicOpsEmpty.test_empty_difference,0.12,0.121,0.122,0.384,0.3865,0.388,3.194214876033058
test_sys.py,SysModuleTest.test_43581,0.118,0.11975,0.121,0.377,0.3825,0.386,3.1941544885177455
test_set.py,TestOnlySetsString.test_intersection_update,0.115,0.1185,0.122,0.376,0.3785,0.381,3.1940928270042197
test_bool.py,BoolTest.test_convert,0.116,0.119,0.124,0.379,0.38,0.381,3.19327731092437
test_set.py,TestOnlySetsTuple.test_update,0.117,0.119,0.121,0.375,0.38,0.386,3.19327731092437
test_ordered_dict.py,CPythonGeneralMappingTests.test_getitem,0.115,0.11925,0.122,0.377,0.38075000000000003,0.383,3.1928721174004195
test_itertools.py,TestExamples.test_filterfalse,0.116,0.11825,0.12,0.372,0.3775,0.386,3.192389006342495
test_exception_variations.py,ExceptTestCases.test_nested,0.115,0.11699999999999999,0.118,0.364,0.3735,0.379,3.1923076923076925
test_itertools.py,TestExamples.test_count,0.119,0.11975,0.12,0.371,0.38225,0.392,3.1920668058455113
test_set.py,TestBasicOpsBytes.test_equivalent_equality,0.117,0.1185,0.119,0.37,0.37825,0.385,3.191983122362869
test_list.py,ListTest.test_truth,0.117,0.11875,0.121,0.377,0.379,0.381,3.1915789473684213
test_set.py,TestUpdateOps.test_union_overlap,0.117,0.11875,0.12,0.368,0.379,0.391,3.1915789473684213
test_dict.py,GeneralMappingTests.test_values,0.116,0.11875,0.121,0.375,0.379,0.383,3.1915789473684213
test_set.py,TestSet.test_len,0.117,0.11875,0.12,0.372,0.379,0.382,3.1915789473684213
test_generators.py,ExceptionTest.test_except_next,0.117,0.119,0.121,0.375,0.37975000000000003,0.384,3.1911764705882355
test_float.py,RoundTestCase.test_inf_nan_ndigits,0.117,0.119,0.122,0.373,0.37975000000000003,0.383,3.1911764705882355
test_set.py,TestMutate.test_remove_until_empty,0.12,0.1205,0.121,0.379,0.3845,0.389,3.190871369294606
test_bool.py,BoolTest.test_types,0.118,0.11925,0.121,0.377,0.3805,0.383,3.1907756813417194
test_set.py,TestBinaryOps.test_sym_difference_non_overlap,0.117,0.12075,0.122,0.375,0.38525,0.39,3.1904761904761902
test_exceptions.py,ExceptionTests.test_generator_doesnt_retain_old_exc,0.119,0.11975,0.121,0.372,0.382,0.389,3.189979123173278
test_set.py,TestOnlySetsNumeric.test_update,0.118,0.11975,0.121,0.374,0.382,0.396,3.189979123173278
test_ordered_dict.py,CPythonSubclassMappingTests.test_getitem,0.115,0.11725000000000001,0.122,0.365,0.374,0.383,3.189765458422175
test_set.py,TestBasicOpsString.test_length,0.119,0.12,0.121,0.378,0.38275000000000003,0.387,3.1895833333333337
test_set.py,TestBinaryOps.test_isdisjoint_overlap,0.116,0.11875,0.12,0.372,0.37875000000000003,0.384,3.189473684210527
test_set.py,TestBasicOpsBytes.test_empty_intersection,0.114,0.11875,0.121,0.371,0.37875000000000003,0.385,3.189473684210527
test_exception_variations.py,ExceptTestCases.test_nested_exception_in_finally_with_exception,0.115,0.1175,0.12,0.372,0.37475,0.378,3.18936170212766
test_set.py,TestBasicOpsTriple.test_empty_union,0.116,0.11775,0.119,0.368,0.3755,0.392,3.18895966029724
test_set.py,TestSetSubclass.test_len,0.117,0.11775,0.118,0.369,0.3755,0.383,3.18895966029724
test_generators.py,GeneratorTest.test_issue103488,0.117,0.11825,0.119,0.375,0.377,0.382,3.1881606765327697
test_float.py,InfNanTest.test_inf_as_str,0.119,0.11975,0.12,0.38,0.38175000000000003,0.383,3.187891440501044
test_iter.py,TestCase.test_iter_string,0.116,0.1185,0.12,0.373,0.37775000000000003,0.382,3.187763713080169
test_with.py,ExceptionalTestCase.testRaisedGeneratorExit1,0.113,0.1175,0.122,0.369,0.3745,0.38,3.1872340425531918
test_set.py,TestBasicOpsTriple.test_isdisjoint_empty,0.116,0.11750000000000001,0.12,0.368,0.3745,0.386,3.1872340425531913
test_set.py,TestUpdateOps.test_union_subset,0.12,0.12175,0.123,0.386,0.388,0.391,3.186858316221766
test_sys.py,ActiveExceptionTests.test_sys_exception_no_exception,0.117,0.11925,0.121,0.378,0.38,0.383,3.1865828092243187
test_set.py,TestFrozenSet.test_init,0.117,0.11925,0.122,0.376,0.38,0.382,3.1865828092243187
test_set.py,TestBasicOpsTriple.test_empty_difference_rev,0.116,0.12075,0.127,0.381,0.38475000000000004,0.391,3.1863354037267086
test_contextlib.py,TestContextDecorator.test_decorator,0.118,0.11975,0.121,0.381,0.3815,0.382,3.1858037578288103
test_set.py,TestBasicOpsEmpty.test_copy,0.115,0.1185,0.121,0.372,0.3775,0.389,3.1856540084388185
test_set.py,TestBasicOpsSingleton.test_repr,0.115,0.1185,0.122,0.371,0.3775,0.383,3.1856540084388185
test_math.py,MathTests.testIsnan,0.116,0.11875,0.121,0.37,0.37825,0.383,3.185263157894737
test_math.py,MathTests.testCosh,0.12,0.12025,0.121,0.379,0.383,0.39,3.185031185031185
test_ordered_dict.py,CPythonSubclassMappingTests.test_keys,0.115,0.11775,0.121,0.367,0.375,0.385,3.1847133757961785
test_set.py,TestUpdateOps.test_union_non_overlap,0.117,0.1205,0.122,0.379,0.38375000000000004,0.388,3.1846473029045645
test_set.py,TestBasicOpsEmpty.test_empty_intersection,0.114,0.11649999999999999,0.119,0.364,0.371,0.377,3.184549356223176
test_set.py,TestBasicOpsTuple.test_equivalent_equality,0.115,0.11925,0.122,0.372,0.37975000000000003,0.384,3.184486373165619
test_set.py,TestSet.test_clear,0.12,0.12075,0.121,0.381,0.3845,0.387,3.184265010351967
test_set.py,TestUpdateOps.test_intersection_overlap,0.116,0.1195,0.122,0.378,0.3805,0.383,3.184100418410042
test_set.py,TestOnlySetsOperator.test_update_operator,0.117,0.11825,0.12,0.375,0.3765,0.378,3.1839323467230445
test_set.py,TestBasicOpsBytes.test_issue_37219,0.118,0.11975,0.121,0.378,0.38125,0.386,3.183716075156576
test_exception_variations.py,ExceptTestCases.test_nested_exception_in_except,0.115,0.11775,0.119,0.368,0.37475,0.38,3.182590233545648
test_set.py,TestOnlySetsTuple.test_union,0.121,0.122,0.123,0.387,0.38825,0.39,3.1823770491803276
test_set.py,TestUpdateOps.test_difference_superset,0.116,0.1195,0.122,0.372,0.38025,0.388,3.1820083682008367
test_set.py,TestMutate.test_update_unit_tuple_overlap,0.117,0.1195,0.122,0.378,0.38025,0.385,3.1820083682008367
test_set.py,TestSet.test_or,0.118,0.1195,0.121,0.374,0.38025,0.386,3.1820083682008367
test_set.py,TestBasicOpsString.test_isdisjoint_empty,0.116,0.1185,0.121,0.366,0.377,0.387,3.1814345991561184
test_set.py,TestMutate.test_add_absent,0.115,0.11875,0.121,0.37,0.37775000000000003,0.385,3.1810526315789476
test_set.py,TestSetSubclass.test_or,0.118,0.12025,0.122,0.373,0.3825,0.389,3.180873180873181
test_set.py,TestMutate.test_clear,0.119,0.12025,0.122,0.38,0.3825,0.388,3.180873180873181
test_with.py,NonexceptionalTestCase.testInlineGeneratorBoundToExistingVariable,0.118,0.119,0.12,0.372,0.3785,0.382,3.1806722689075633
test_ordered_dict.py,CPythonGeneralMappingTests.test_constructor,0.115,0.119,0.121,0.376,0.3785,0.381,3.1806722689075633
test_set.py,TestBasicOpsSingleton.test_isdisjoint_empty,0.115,0.11925,0.121,0.371,0.37925,0.382,3.180293501048218
test_set.py,TestSet.test_set_literal_evaluation_order,0.119,0.12075,0.122,0.38,0.384,0.39,3.1801242236024847
test_dict.py,GeneralMappingTests.test_get,0.119,0.1195,0.12,0.372,0.38,0.392,3.179916317991632
test_iter.py,TestCase.test_sinkstate_tuple,0.118,0.11975,0.121,0.377,0.38075000000000003,0.386,3.179540709812109
test_collections.py,TestNamedTuple.test_name_fixer,0.117,0.11975,0.122,0.378,0.38075000000000003,0.382,3.179540709812109
test_list.py,ListTest.test_empty_slice,0.119,0.12025,0.121,0.381,0.38225,0.384,3.178794178794179
test_collections.py,TestCounter.test_total,0.116,0.119,0.121,0.37,0.37825,0.382,3.1785714285714284
test_set.py,TestUpdateOps.test_sym_difference_superset,0.117,0.1185,0.122,0.372,0.3765,0.384,3.1772151898734178
test_int.py,IntTestCases.test_int_base_bad_types,0.12,0.1215,0.123,0.385,0.386,0.387,3.1769547325102883
test_dict.py,GeneralMappingTests.test_pop,0.117,0.11875,0.12,0.367,0.37725,0.386,3.176842105263158
test_set.py,TestBasicOpsMixedStringBytes.test_self_equality,0.119,0.12025,0.121,0.378,0.382,0.387,3.176715176715177
test_itertools.py,TestExamples.test_map,0.118,0.119,0.12,0.363,0.378,0.386,3.1764705882352944
test_set.py,TestBasicOpsSingleton.test_length,0.119,0.1205,0.121,0.371,0.38275000000000003,0.395,3.1763485477178426
test_set.py,TestBasicOpsBytes.test_empty_difference,0.117,0.11775000000000001,0.12,0.368,0.374,0.381,3.176220806794055
test_with.py,NonexceptionalTestCase.testInlineGeneratorSyntax,0.119,0.1195,0.121,0.369,0.3795,0.386,3.175732217573222
test_set.py,TestSet.test_remove_keyerror_unpacking,0.12,0.12125,0.123,0.371,0.385,0.393,3.175257731958763
test_exception_variations.py,ExceptTestCases.test_try_except_else_no_exception,0.114,0.11725,0.12,0.37,0.37224999999999997,0.374,3.1748400852878462
test_set.py,TestBasicOpsMixedStringBytes.test_self_symmetric_difference,0.119,0.12025,0.121,0.381,0.38175000000000003,0.383,3.174636174636175
test_ordered_dict.py,CPythonOrderedDictSubclassTests.test_popitem_last,0.115,0.119,0.121,0.372,0.37775000000000003,0.384,3.17436974789916
test_operator.py,PyOperatorTestCase.test_lt,0.115,0.119,0.121,0.371,0.37775000000000003,0.382,3.17436974789916
test_set.py,TestBasicOpsMixedStringBytes.test_union_empty,0.116,0.1205,0.123,0.38,0.3825,0.384,3.174273858921162
test_set.py,TestOnlySetsNumeric.test_sym_difference_update_operator,0.117,0.11925,0.122,0.373,0.3785,0.384,3.1740041928721174
test_set.py,TestSetSubclass.test_set_literal_evaluation_order,0.12,0.12075,0.121,0.381,0.38325,0.387,3.1739130434782608
test_set.py,TestMutate.test_discard_absent,0.12,0.12075,0.122,0.382,0.38325,0.385,3.1739130434782608
test_set.py,TestMutate.test_update_unit_tuple_non_overlap,0.117,0.1195,0.121,0.371,0.37925,0.387,3.1736401673640167
test_set.py,TestBasicOpsBytes.test_isdisjoint_empty,0.118,0.1195,0.121,0.375,0.37925,0.383,3.1736401673640167
test_math.py,IsCloseTests.test_asymmetry,0.119,0.1195,0.12,0.377,0.37925,0.383,3.1736401673640167
test_set.py,TestSet.test_set_literal,0.116,0.11825,0.121,0.365,0.37525,0.384,3.1733615221987312
test_set.py,TestBasicOpsMixedStringBytes.test_empty_symmetric_difference,0.118,0.11975,0.121,0.374,0.38,0.383,3.173277661795407
test_collections.py,TestUserObjects.test_str_protocol,0.12,0.12025,0.121,0.377,0.3815,0.387,3.172557172557173
test_set.py,TestBasicOpsBytes.test_self_isdisjoint,0.12,0.12025,0.121,0.378,0.3815,0.384,3.172557172557173
test_itertools.py,TestGC.test_accumulate,0.116,0.11775,0.119,0.366,0.3735,0.381,3.171974522292994
test_exceptions.py,ExceptionTests.testNoneClearsTracebackAttr,0.118,0.11925,0.121,0.376,0.37825,0.381,3.1719077568134173
test_iter.py,TestCase.test_sinkstate_sequence,0.12,0.12075,0.121,0.374,0.383,0.392,3.1718426501035197
test_set.py,TestBasicOpsBytes.test_intersection_empty,0.117,0.118,0.119,0.365,0.37424999999999997,0.387,3.1716101694915255
test_set.py,TestBasicOpsTriple.test_empty_difference,0.117,0.1195,0.121,0.375,0.379,0.387,3.1715481171548117
test_userlist.py,UserListTest.test_imul,0.117,0.1195,0.121,0.375,0.379,0.384,3.1715481171548117
test_contextlib.py,ContextManagerTestCase.test_contextmanager_trap_yield_after_throw,0.116,0.1195,0.122,0.376,0.379,0.386,3.1715481171548117
test_set.py,TestBasicOpsTuple.test_self_equality,0.116,0.11975,0.123,0.369,0.37975000000000003,0.386,3.1711899791231737
test_operator.py,PyOperatorTestCase.test_is,0.116,0.1185,0.12,0.372,0.37575000000000003,0.382,3.1708860759493676
test_collections.py,TestOneTrickPonyABCs.test_registration,0.119,0.12,0.121,0.371,0.3805,0.388,3.1708333333333334
test_collections.py,TestOneTrickPonyABCs.test_direct_subclassing,0.119,0.12025,0.122,0.38,0.38125,0.384,3.1704781704781704
test_bool.py,BoolTest.test_sane_len,0.117,0.119,0.12,0.364,0.37725,0.388,3.1701680672268906
test_set.py,TestBasicOpsSingleton.test_intersection_empty,0.117,0.119,0.12,0.373,0.37725,0.384,3.1701680672268906
test_userlist.py,UserListTest.test_minmax,0.118,0.1205,0.122,0.376,0.382,0.396,3.170124481327801
test_set.py,TestBasicOpsMixedStringBytes.test_equivalent_equality,0.118,0.11925,0.12,0.374,0.378,0.384,3.169811320754717
test_generators.py,GeneratorTest.test_send_non_none_to_new_gen,0.119,0.11975,0.12,0.379,0.3795,0.38,3.1691022964509394
test_float.py,HexFloatTestCase.test_invalid_inputs,0.119,0.12,0.121,0.377,0.38025,0.383,3.1687499999999997
test_set.py,TestBasicOpsTuple.test_self_symmetric_difference,0.12,0.1215,0.122,0.376,0.385,0.388,3.168724279835391
test_set.py,TestOnlySetsString.test_update,0.115,0.11875,0.12,0.366,0.37625,0.382,3.168421052631579
test_tuple.py,TupleTest.test_lexicographic_ordering,0.116,0.1175,0.12,0.365,0.37224999999999997,0.376,3.1680851063829785
test_exception_variations.py,ExceptTestCases.test_nested_exception_in_finally_no_exception,0.114,0.1175,0.12,0.37,0.37224999999999997,0.376,3.1680851063829785
test_complex.py,ComplexTest.test_boolcontext,0.116,0.11775,0.121,0.366,0.373,0.386,3.1677282377919322
test_set.py,TestOnlySetsDict.test_intersection_update_operator,0.116,0.118,0.12,0.366,0.37375,0.384,3.1673728813559325
test_set.py,TestOnlySetsGenerator.test_sym_difference_update_operator,0.115,0.118,0.122,0.363,0.37375,0.381,3.1673728813559325
test_generators.py,GeneratorThrowTest.test_throw_after_none_exc_type,0.12,0.121,0.122,0.378,0.38325,0.387,3.1673553719008263
test_bool.py,BoolTest.test_boolean,0.116,0.11825,0.121,0.369,0.3745,0.378,3.167019027484144
test_set.py,TestSet.test_setOfFrozensets,0.117,0.12,0.121,0.374,0.38,0.387,3.166666666666667
test_operator.py,PyOperatorTestCase.test_bitwise_and,0.118,0.1185,0.119,0.369,0.37525,0.384,3.1666666666666665
test_range.py,RangeTest.test_repr,0.116,0.1185,0.12,0.367,0.37525,0.385,3.1666666666666665
test_contextlib.py,ContextManagerTestCase.test_contextmanager_non_normalised,0.121,0.12175,0.123,0.383,0.3855,0.388,3.166324435318275
test_set.py,TestBasicOpsMixedStringBytes.test_copy,0.119,0.1205,0.123,0.379,0.3815,0.384,3.16597510373444
test_ordered_dict.py,CPythonOrderedDictTests.test_popitem_last,0.117,0.1205,0.122,0.372,0.3815,0.388,3.16597510373444
test_int.py,IntTestCases.test_small_ints,0.116,0.118,0.12,0.368,0.3735,0.382,3.165254237288136
test_set.py,TestOnlySetsGenerator.test_difference_update_operator,0.116,0.11975,0.122,0.375,0.379,0.382,3.164926931106472
test_bool.py,BoolTest.test_subclass,0.119,0.12,0.121,0.377,0.37975000000000003,0.382,3.1645833333333337
test_sort.py,TestDecorateSortUndecorate.test_key_with_exception,0.12,0.1205,0.121,0.373,0.38125,0.388,3.163900414937759
test_set.py,TestSet.test_ixor,0.119,0.1205,0.122,0.376,0.38125,0.385,3.163900414937759
test_collections.py,TestNamedTuple.test_match_args,0.12,0.1205,0.121,0.379,0.38125,0.383,3.163900414937759
test_set.py,TestBasicOpsString.test_empty_symmetric_difference,0.115,0.119,0.121,0.37,0.3765,0.382,3.1638655462184877
test_collections.py,TestCounter.test_invariant_for_the_in_operator,0.118,0.11925,0.121,0.369,0.37725,0.386,3.1635220125786163
test_bool.py,BoolTest.test_callable,0.116,0.11775,0.12,0.371,0.3725,0.374,3.1634819532908707
test_set.py,TestBasicOpsTriple.test_repr,0.116,0.1195,0.122,0.376,0.378,0.383,3.1631799163179917
