test_file,test,base_time_min,base_time_mean,base_time_max,dynamo_time_min,dynamo_time_mean,dynamo_time_max,ratio
test_set.py,TestOnlySetsNumeric.test_eq_ne,0.855,0.89175,0.991,1.333,1.374,1.417,1.5407905803195963
test_heapq.py,TestHeapPython.test_merge_does_not_suppress_index_error,0.864,0.8845000000000001,0.9,1.348,1.3627500000000001,1.374,1.5407009609949125
test_collections.py,TestCounter.test_gt,0.85,0.857,0.861,1.292,1.3202500000000001,1.354,1.5405484247374563
test_float.py,InfNanTest.test_nan_from_str,0.848,0.85975,0.883,1.318,1.3235000000000001,1.328,1.5394009886594942
test_set.py,TestIdentities.test_binopsVsSubsets,0.861,0.87725,0.903,1.313,1.35025,1.372,1.5391849529780564
test_collections.py,TestCounter.test_eq,0.849,0.87775,0.901,1.301,1.351,1.403,1.539162631728852
test_itertools.py,TestBasicOps.test_chain_from_iterable,0.907,0.91525,0.93,1.398,1.40725,1.424,1.5375580442502048
test_set.py,TestOnlySetsNumeric.test_update,0.872,0.89225,0.913,1.333,1.37175,1.428,1.5374054356962734
test_ordered_dict.py,CPythonSubclassMappingTests.test_get,0.871,0.8775,0.891,1.337,1.349,1.376,1.5373219373219373
test_set.py,TestSet.test_init,0.873,0.88375,0.894,1.349,1.3585,1.373,1.537199434229137
test_set.py,TestSetSubclass.test_remove_keyerror_unpacking,0.868,0.88625,0.928,1.352,1.36225,1.374,1.5370944992947813
test_list.py,ListTest.test_extendedslicing,0.851,0.85925,0.874,1.309,1.3205,1.335,1.5368053535059645
test_operator.py,PyOperatorTestCase.test_contains,0.86,0.87025,0.88,1.299,1.337,1.354,1.5363401321459351
test_set.py,TestSetSubclass.test_sub_and_super,0.864,0.89625,0.92,1.354,1.37675,1.395,1.5361227336122734
test_range.py,RangeTest.test_large_operands,0.856,0.88375,0.894,1.338,1.35725,1.4,1.5357850070721357
test_range.py,RangeTest.test_attributes,0.854,0.88475,0.898,1.336,1.3587500000000001,1.39,1.535744560610342
test_collections.py,TestNamedTuple.test_odd_sizes,0.856,0.8915,0.905,1.311,1.369,1.463,1.535614133482894
test_itertools.py,TestBasicOps.test_filter,0.854,0.89175,0.935,1.31,1.36925,1.393,1.5354639753294084
test_set.py,TestFrozenSetSubclass.test_xor,0.862,0.88775,0.916,1.359,1.363,1.372,1.5353421571388342
test_set.py,TestIdentities.test_commutativity,0.863,0.8795,0.903,1.326,1.35025,1.375,1.5352472996020468
test_iter.py,TestCase.test_sinkstate_dict,0.846,0.85575,0.87,1.283,1.31375,1.347,1.5352030382705228
test_set.py,TestFrozenSetSubclass.test_or,0.853,0.88375,0.917,1.327,1.3565,1.392,1.534936350777935
test_iter.py,TestCase.test_iter_callable,0.854,0.85775,0.865,1.277,1.3165,1.353,1.5348294957738269
test_int.py,IntStrDigitLimitsTests.test_power_of_two_bases_unlimited,0.868,0.89375,0.938,1.35,1.37175,1.391,1.5348251748251749
test_float.py,RoundTestCase.test_large_n,0.847,0.85875,0.868,1.316,1.318,1.319,1.534788937409025
test_set.py,TestUpdateOps.test_intersection_method_call,0.872,0.8775,0.881,1.32,1.3465,1.412,1.5344729344729346
test_ordered_dict.py,CPythonBuiltinDictTests.test_setitem,0.861,0.86825,0.877,1.301,1.332,1.356,1.5341203570400233
test_bool.py,BoolTest.test_bool_called_at_least_once,0.852,0.866,0.885,1.32,1.3285,1.332,1.5340646651270209
test_set.py,TestMutate.test_pop,0.866,0.87825,0.908,1.341,1.347,1.362,1.5337318531169941
test_set.py,TestOnlySetsDict.test_ge_gt_le_lt,0.86,0.89025,0.929,1.359,1.36525,1.377,1.5335579893288402
test_set.py,TestBasicOpsMixedStringBytes.test_union_empty,0.858,0.869,0.889,1.327,1.3325,1.345,1.5333716915995397
test_math.py,MathTests.testSinh,0.858,0.889,0.918,1.315,1.363,1.395,1.5331833520809899
test_userlist.py,UserListTest.test_exhausted_iterator,0.85,0.8685,0.901,1.306,1.33125,1.359,1.5328151986183074
test_list.py,ListTest.test_copy,0.853,0.86225,0.868,1.302,1.3205,1.361,1.5314583937373152
test_iter.py,TestCase.test_extending_list_with_iterator_does_not_segfault,0.851,0.85725,0.87,1.307,1.3127499999999999,1.326,1.5313502478856809
test_iter.py,TestCase.test_iter_class_iter,0.857,0.865,0.87,1.286,1.3245,1.365,1.5312138728323699
test_set.py,TestBasicOpsEmpty.test_empty_isdisjoint,0.859,0.86575,0.884,1.294,1.3255,1.378,1.5310424487438636
test_set.py,TestBasicOpsEmpty.test_empty_symmetric_difference,0.857,0.863,0.869,1.286,1.3210000000000002,1.356,1.5307068366164545
test_collections.py,TestNamedTuple.test_new_builtins_issue_43102,0.849,0.8565,0.869,1.27,1.311,1.337,1.530647985989492
test_math.py,MathTests.testIsnan,0.858,0.89625,0.954,1.353,1.37175,1.405,1.5305439330543933
test_tuple.py,TupleTest.test_subscript,0.855,0.86475,0.878,1.31,1.3235000000000001,1.343,1.5305001445504482
test_operator.py,PyOperatorTestCase.test_indexOf,0.86,0.897,0.915,1.335,1.3725,1.4,1.5301003344481605
test_math.py,MathTests.testModf,0.855,0.8995,0.916,1.302,1.37625,1.445,1.530016675931073
test_iter.py,TestCase.test_mutating_seq_class_exhausted_iter,0.871,0.877,0.885,1.3,1.34125,1.381,1.5293614595210947
test_operator.py,PyOperatorTestCase.test_concat,0.851,0.8694999999999999,0.885,1.311,1.3295,1.367,1.5290396779758482
test_list.py,ListTest.test_setitem,0.849,0.863,0.885,1.312,1.31925,1.323,1.5286790266512167
test_heapq.py,TestErrorHandlingPython.test_arg_parsing,0.861,0.87175,0.893,1.316,1.3325,1.361,1.528534556925724
test_sys.py,ActiveExceptionTests.test_sys_exception_with_exception_type,0.864,0.8734999999999999,0.892,1.32,1.33475,1.37,1.528048082427018
test_collections.py,TestCounter.test_total,0.846,0.85375,0.863,1.273,1.3045,1.339,1.5279648609077598
test_iter.py,TestCase.test_sinkstate_string,0.845,0.868,0.884,1.271,1.3255,1.443,1.527073732718894
test_operator.py,PyOperatorTestCase.test_is,0.532,0.6405,0.856,0.954,0.978,1.006,1.5269320843091336
test_set.py,TestBasicOpsSingleton.test_self_difference,0.871,0.88925,0.898,1.329,1.35725,1.386,1.5262861962327805
test_contextlib.py,ContextManagerTestCase.test_contextmanager_trap_second_yield,0.855,0.86575,0.88,1.314,1.3210000000000002,1.326,1.5258446433727983
test_set.py,TestBasicOpsString.test_copy,0.862,0.88675,0.909,1.288,1.353,1.497,1.5257964477022836
test_set.py,TestMutate.test_discard_present,0.87,0.87475,0.88,1.319,1.3345,1.352,1.5255787367819376
test_range.py,RangeTest.test_reverse_iteration,0.857,0.8614999999999999,0.865,1.278,1.3135,1.339,1.5246662797446315
test_set.py,TestOnlySetsTuple.test_ge_gt_le_lt,0.861,0.882,0.912,1.318,1.3445,1.356,1.52437641723356
test_ordered_dict.py,CPythonOrderedDictTests.test_abc,0.871,0.88775,0.901,1.267,1.35325,1.577,1.5243593353984792
test_userdict.py,UserDictTest.test_keys,0.855,0.8755,0.893,1.315,1.3345,1.355,1.5242718446601944
test_list.py,ListTest.test_basic,0.854,0.86425,0.887,1.302,1.31675,1.326,1.5235753543534858
test_ordered_dict.py,CPythonOrderedDictSubclassTests.test_issue24667,0.876,0.8825000000000001,0.89,1.326,1.3445,1.359,1.523512747875354
test_set.py,TestSet.test_ixor,0.872,0.88925,0.929,1.33,1.3545,1.388,1.5231937025583357
test_set.py,TestUpdateOps.test_difference_non_overlap,0.862,0.88775,0.908,1.318,1.3519999999999999,1.384,1.5229512813292028
test_math.py,MathTests.testTanhSign,0.856,0.9025000000000001,0.924,1.319,1.37425,1.413,1.522714681440443
test_contextlib.py,ContextManagerTestCase.test_recursive,0.855,0.864,0.875,1.298,1.3155000000000001,1.337,1.5225694444444446
test_math.py,MathTests.testTan,0.903,0.92675,0.973,1.389,1.41075,1.429,1.5222551928783383
test_set.py,TestBasicOpsEmpty.test_empty_difference,0.869,0.89175,0.93,1.332,1.35725,1.389,1.5220072890384075
test_itertools.py,TestExamples.test_accumulate,0.868,0.8965000000000001,0.913,1.347,1.36425,1.383,1.521751254880089
test_set.py,TestUpdateOps.test_difference_superset,0.873,0.89225,0.912,1.327,1.35775,1.377,1.5217147660409078
test_float.py,GeneralFloatCases.test_float_mod,0.847,0.862,0.889,1.305,1.31125,1.319,1.5211716937354989
test_set.py,TestUpdateOps.test_union_overlap,0.866,0.87525,0.901,1.327,1.331,1.336,1.520708369037418
test_list.py,ListTest.test_delitem,0.852,0.8594999999999999,0.871,1.295,1.307,1.337,1.52065154159395
test_set.py,TestBasicOpsBytes.test_self_symmetric_difference,0.874,0.878,0.885,1.318,1.33475,1.359,1.5202164009111618
test_math.py,MathTests.test_input_exceptions,0.854,0.908,0.956,1.347,1.38,1.409,1.5198237885462553
test_itertools.py,TestVariousIteratorArgs.test_product,0.91,0.91725,0.928,1.347,1.394,1.426,1.5197601526301443
test_set.py,TestBasicOpsTuple.test_self_difference,0.869,0.87925,0.893,1.312,1.336,1.373,1.519476826841058
test_math.py,MathTests.testRadians,0.874,0.899,0.913,1.297,1.366,1.439,1.5194660734149055
test_ordered_dict.py,CSimpleLRUCacheTests.test_change_order_on_get,0.887,1.1320000000000001,1.362,1.36,1.72,1.909,1.519434628975265
test_list.py,ListTest.test_iadd,0.851,0.862,0.88,1.301,1.30975,1.32,1.519431554524362
test_math.py,MathTests.testCopysign,0.904,0.942,0.971,1.416,1.43125,1.439,1.5193736730360934
test_ordered_dict.py,CPythonOrderedDictTests.test_move_to_end_issue25406,0.867,0.8935,0.917,1.336,1.3575,1.393,1.5193060996082821
test_set.py,TestOnlySetsNumeric.test_union,0.861,0.88325,0.897,1.156,1.34175,1.479,1.5191055759977357
test_float.py,GeneralFloatCases.test_float_floor,0.851,0.85875,0.878,1.284,1.3045,1.346,1.5190684133915575
test_collections.py,TestCounter.test_invariant_for_the_in_operator,0.856,0.87475,0.92,1.256,1.32875,1.401,1.5190054301228924
test_generators.py,GeneratorThrowTest.test_exception_context_with_yield_inside_generator,0.854,0.86875,0.893,1.285,1.31925,1.34,1.5185611510791366
test_collections.py,TestChainMap.test_ordering,0.844,0.86625,0.896,1.282,1.31525,1.345,1.5183261183261185
test_itertools.py,TestExamples.test_zip_longest,0.907,0.91425,0.922,1.379,1.388,1.41,1.5181843040743779
test_set.py,TestSet.test_isub,0.873,0.88775,0.925,1.329,1.34775,1.396,1.5181638974936638
test_math.py,MathTests.testAsin,0.899,0.91725,0.951,1.311,1.3925,1.441,1.5181248296538568
test_ordered_dict.py,CPythonSubclassMappingTests.test_items,0.868,0.87625,0.888,1.315,1.33025,1.35,1.5181169757489301
test_contextlib.py,ContextManagerTestCase.test_contextmanager_finally,0.845,0.85675,0.873,1.289,1.3005,1.314,1.5179457251240152
test_list.py,ListTest.test_clear,0.85,0.8594999999999999,0.866,1.28,1.3045,1.32,1.5177428737638163
test_list.py,ListTest.test_pop,0.85,0.85625,0.87,1.294,1.2995,1.309,1.5176642335766426
test_itertools.py,TestGC.test_islice,0.869,0.90075,0.915,1.351,1.367,1.385,1.517624202053844
test_iter.py,TestCase.test_iter_function_stop,0.854,0.858,0.868,1.283,1.302,1.336,1.5174825174825175
test_complex.py,ComplexTest.test_floordiv_zero_division,0.848,0.85575,0.865,1.273,1.2985,1.335,1.5173824130879345
test_set.py,TestBasicOpsSingleton.test_issue_37219,0.875,0.89075,0.928,1.328,1.3515000000000001,1.383,1.5172607353353915
test_set.py,TestUpdateOps.test_sym_difference_superset,0.868,0.88325,0.908,1.322,1.33975,1.374,1.5168412114350411
test_math.py,MathTests.test_inf_constant,0.872,0.90375,0.948,1.357,1.3707500000000001,1.394,1.5167358229598895
test_set.py,TestOnlySetsNumeric.test_sym_difference_update,0.863,0.878,0.913,1.317,1.3315000000000001,1.339,1.5165148063781322
test_set.py,TestSet.test_iand,0.872,0.885,0.912,1.327,1.342,1.378,1.5163841807909606
test_set.py,TestBasicOpsSingleton.test_union_empty,0.855,0.859,0.861,1.265,1.3025,1.346,1.5162980209545984
test_sys.py,ActiveExceptionTests.test_exc_info_no_exception,0.845,0.858,0.87,1.288,1.3007499999999999,1.313,1.516025641025641
test_with.py,NestedNonexceptionalTestCase.testSingleArgInlineGeneratorSyntax,0.867,0.8755,0.885,1.311,1.32725,1.338,1.5159908623643634
test_dict.py,DictTest.test_copy,0.852,0.8605,0.877,1.293,1.3045,1.314,1.5159790819291108
test_with.py,NestedNonexceptionalTestCase.testSingleArgUnbound,0.886,0.91425,0.993,1.349,1.38575,1.422,1.5157232704402517
test_set.py,TestBasicOpsSingleton.test_empty_difference,0.875,0.89525,0.922,1.318,1.35675,1.375,1.5154984641161686
test_set.py,TestBinaryOps.test_sym_difference_subset,0.852,0.86275,0.883,1.267,1.30725,1.356,1.515212981744422
test_list.py,ListTest.test_overflow,0.85,0.86,0.875,1.279,1.303,1.315,1.5151162790697674
test_set.py,TestSet.test_clear,0.873,0.89025,0.92,1.331,1.34875,1.375,1.5150238696995224
test_set.py,TestExceptionPropagation.test_instancesWithoutException,0.865,0.8755,0.9,1.299,1.32625,1.348,1.514848657909766
test_heapq.py,TestModules.test_py_functions,0.858,0.87725,0.918,1.292,1.32875,1.367,1.5146765460245086
test_sys.py,SysModuleTest.test_thread_info,0.85,0.85825,0.876,1.263,1.29975,1.332,1.5144188756189922
test_set.py,TestUpdateOps.test_intersection_overlap,0.872,0.89,0.935,1.319,1.3475,1.384,1.5140449438202246
test_set.py,TestUpdateOps.test_sym_difference_non_overlap,0.871,0.88125,0.898,1.321,1.33425,1.368,1.5140425531914894
test_set.py,TestBasicOpsSingleton.test_in,0.874,0.88275,0.894,1.316,1.3362500000000002,1.354,1.5137354856981027
test_itertools.py,TestGC.test_chain,0.853,0.88325,0.91,1.282,1.33675,1.365,1.5134446645909994
test_set.py,TestOnlySetsDict.test_sym_difference,0.855,0.859,0.864,1.282,1.3,1.334,1.5133876600698488
test_complex.py,ComplexTest.test_mul,0.847,0.85775,0.866,1.278,1.298,1.312,1.5132614398134654
test_iter.py,TestCase.test_iter_range,0.85,0.8565,0.87,1.267,1.29575,1.325,1.5128429655575013
test_float.py,RoundTestCase.test_inf_nan,0.842,0.852,0.86,1.276,1.28875,1.304,1.512617370892019
test_math.py,MathTests.testExp2,0.909,0.93025,0.973,1.383,1.407,1.424,1.5124966406879872
test_set.py,TestSet.test_inplace_on_self,0.868,0.89825,0.94,1.335,1.35825,1.392,1.5121068744781518
test_set.py,TestMutate.test_add_until_full,0.847,0.86025,0.879,1.273,1.30075,1.328,1.5120604475443187
test_set.py,TestBasicOpsEmpty.test_self_equality,0.856,0.8594999999999999,0.863,1.272,1.2995,1.34,1.5119255381035488
test_set.py,TestFrozenSetSubclass.test_sub_and_super,0.854,0.8725,0.914,1.294,1.319,1.346,1.5117478510028652
test_set.py,TestSetSubclass.test_equality,0.862,0.8875,0.911,1.331,1.3415,1.362,1.511549295774648
test_set.py,TestBasicOpsTuple.test_not_in,0.857,0.8665,0.881,1.303,1.3094999999999999,1.317,1.5112521638776686
test_complex.py,ComplexTest.test_negative_zero_repr_str,0.849,0.85975,0.879,1.278,1.299,1.32,1.5109043326548415
test_math.py,MathTests.testCos,0.907,0.9175,0.933,1.305,1.386,1.431,1.510626702997275
test_itertools.py,TestGC.test_combinations,0.858,0.88625,0.911,1.331,1.33875,1.344,1.5105782792665727
test_set.py,TestOnlySetsGenerator.test_eq_ne,0.85,0.8625,0.879,1.271,1.30275,1.324,1.5104347826086957
test_set.py,TestBasicOpsTuple.test_issue_37219,0.852,0.8634999999999999,0.878,1.267,1.3042500000000001,1.334,1.5104226983207878
test_operator.py,PyOperatorTestCase.test_invert,0.854,0.876,0.891,1.278,1.323,1.369,1.5102739726027397
test_set.py,TestFrozenSet.test_len,0.864,0.8835,0.928,1.313,1.33425,1.349,1.5101867572156198
test_set.py,TestBasicOpsTuple.test_self_equality,0.869,0.889,0.92,1.316,1.3425,1.356,1.5101237345331833
test_operator.py,PyOperatorTestCase.test_add,0.866,0.88175,0.922,1.304,1.3315000000000001,1.362,1.5100652112276722
test_set.py,TestFrozenSetSubclass.test_equality,0.864,0.89575,0.934,1.344,1.3522500000000002,1.368,1.5096288026793192
test_list.py,ListTest.test_set_subscript,0.856,0.86325,0.87,1.284,1.303,1.341,1.5094121054155807
test_operator.py,PyOperatorTestCase.test_ge,0.857,0.87475,0.892,1.293,1.32025,1.339,1.5092883681051728
test_set.py,TestSetSubclass.test_set_literal_insertion_order,0.873,0.89825,0.913,1.323,1.3555,1.39,1.5090453659894238
test_set.py,TestBasicOpsEmpty.test_copy,0.872,0.88375,0.891,1.32,1.3335000000000001,1.344,1.508910891089109
test_set.py,TestBasicOpsString.test_empty_symmetric_difference,0.857,0.86775,0.889,1.274,1.309,1.346,1.5084989916450589
test_collections.py,TestOneTrickPonyABCs.test_direct_subclassing,0.851,0.854,0.858,1.273,1.288,1.318,1.5081967213114755
test_generators.py,GeneratorCloseTest.test_close_raises,0.872,0.8775,0.889,1.294,1.32325,1.375,1.507977207977208
test_set.py,TestMutate.test_remove_absent,0.862,0.87725,0.905,1.304,1.3225,1.341,1.5075520091194072
test_set.py,TestFrozenSet.test_init,0.867,0.87825,0.895,1.315,1.3239999999999998,1.349,1.5075434101907201
test_set.py,TestBinaryOps.test_sym_difference_non_overlap,0.852,0.862,0.868,1.28,1.2995,1.325,1.50754060324826
test_set.py,TestSet.test_ior,0.884,0.9,0.919,1.334,1.35675,1.392,1.5074999999999998
test_set.py,TestSetSubclass.test_inplace_on_self,0.857,0.8745,0.888,1.296,1.31825,1.342,1.5074328187535733
test_collections.py,TestChainMap.test_order_preservation,0.855,0.89375,0.916,1.324,1.34725,1.393,1.5074125874125874
test_ordered_dict.py,CPythonOrderedDictTests.test_popitem_last,0.872,0.8955,0.921,1.295,1.34975,1.382,1.5072585147962032
test_set.py,TestMutate.test_add_present,0.847,0.8565,0.867,1.269,1.29075,1.309,1.5070052539404553
test_range.py,RangeTest.test_count,0.861,0.87875,0.894,1.316,1.3242500000000001,1.33,1.5069701280227596
test_float.py,HexFloatTestCase.test_invalid_inputs,0.846,0.85825,0.883,1.278,1.29325,1.308,1.5068453247888145
test_set.py,TestSetSubclass.test_remove_keyerror_set,0.871,0.891,0.912,1.315,1.3425,1.36,1.5067340067340067
test_complex.py,ComplexTest.test_mod_zero_division,0.846,0.859,0.871,1.273,1.29425,1.314,1.5066938300349242
test_math.py,MathTests.testDegrees,0.858,0.912,0.952,1.321,1.374,1.399,1.506578947368421
test_operator.py,PyOperatorTestCase.test_delitem,0.859,0.876,0.898,1.286,1.31975,1.372,1.5065639269406392
test_set.py,TestSetSubclass.test_iand,0.875,0.89375,0.924,1.333,1.34625,1.381,1.506293706293706
test_float.py,GeneralFloatCases.test_float_ceil,0.849,0.85875,0.872,1.283,1.2934999999999999,1.305,1.5062590975254728
test_math.py,MathTests.testFrexp,0.907,0.925,0.953,1.377,1.39325,1.421,1.5062162162162163
test_int_literal.py,TestHexOctBin.test_oct_baseline,0.849,0.85475,0.862,1.275,1.28725,1.297,1.505995905235449
test_set.py,TestBinaryOps.test_isdisjoint_subset,0.858,0.86025,0.865,1.277,1.29525,1.311,1.5056669572798607
test_list.py,ListTest.test_list_resize_overflow,0.859,0.86675,0.882,1.294,1.305,1.317,1.5056244591866166
test_set.py,TestUpdateOps.test_union_method_call,0.873,0.89275,0.917,1.324,1.344,1.354,1.5054606552786334
test_ordered_dict.py,CPythonGeneralMappingTests.test_items,0.88,0.90025,0.934,1.316,1.35525,1.378,1.5054151624548737
test_sys.py,ActiveExceptionTests.test_sys_exception_with_exception_instance,0.849,0.884,0.94,1.312,1.33075,1.348,1.505373303167421
test_ordered_dict.py,CPythonOrderedDictTests.test_iterators_empty,0.869,0.89775,0.939,1.333,1.35125,1.373,1.5051517683096631
test_dict.py,DictTest.test_clear,0.849,0.85875,0.87,1.282,1.2925,1.305,1.50509461426492
test_complex.py,ComplexTest.test_mod,0.852,0.863,0.877,1.27,1.29875,1.331,1.5049246813441484
test_set.py,TestOnlySetsNumeric.test_ge_gt_le_lt,0.919,0.93925,0.978,1.352,1.4135,1.466,1.5049241416023422
test_userlist.py,UserListTest.test_imul,0.854,0.8694999999999999,0.902,1.283,1.3085,1.345,1.5048878665899943
test_set.py,TestUpdateOps.test_intersection_subset,0.868,0.888,0.923,1.303,1.33625,1.371,1.504786036036036
test_set.py,TestSetSubclass.test_len,0.869,0.88125,0.905,1.31,1.326,1.353,1.5046808510638299
test_set.py,TestBasicOpsTriple.test_self_isdisjoint,0.857,0.861,0.867,1.276,1.2955,1.314,1.504645760743322
test_collections.py,TestChainMap.test_bool,0.845,0.85825,0.88,1.259,1.29075,1.324,1.5039324206233617
test_set.py,TestBasicOpsBytes.test_self_isdisjoint,0.872,0.893,0.939,1.321,1.343,1.381,1.503919372900336
test_set.py,TestFrozenSet.test_setOfFrozensets,0.865,0.891,0.923,1.309,1.3395000000000001,1.37,1.5033670033670035
test_itertools.py,TestGC.test_map,0.867,0.899,0.912,1.335,1.3515000000000001,1.374,1.503337041156841
test_math.py,MathTests.test_nan_constant,0.895,0.9225,0.954,1.354,1.3865,1.425,1.5029810298102981
test_set.py,TestUpdateOps.test_difference_subset,0.872,0.89725,0.929,1.333,1.3485,1.37,1.5029256060183895
test_float.py,RoundTestCase.test_small_n,0.853,0.86525,0.885,1.28,1.3002500000000001,1.333,1.502744871424444
test_dict.py,DictTest.test_reverse_iterator_for_empty_dict,0.853,0.8605,0.871,1.278,1.293,1.307,1.5026147588611272
test_sys.py,SysModuleTest.test_implementation,0.851,0.8614999999999999,0.875,1.285,1.2945,1.321,1.502611723737667
test_set.py,TestFrozenSetSubclass.test_uniquification,0.855,0.8745,0.898,1.299,1.314,1.338,1.5025728987993139
test_math.py,IsCloseTests.test_eight_decimal_places,0.867,0.91,0.93,1.267,1.36675,1.407,1.5019230769230767
test_set.py,TestBasicOpsTuple.test_empty_difference,0.867,0.88525,0.908,1.323,1.3295,1.341,1.5018356396498163
test_contextlib.py,TestContextDecorator.test_contextmanager_as_decorator,0.847,0.8545,0.864,1.274,1.28325,1.293,1.5017554125219426
test_list.py,ListTest.test_delslice,0.856,0.8654999999999999,0.887,1.287,1.29975,1.31,1.501733102253033
test_itertools.py,TestGC.test_permutations,0.861,0.8935,0.906,1.337,1.34175,1.347,1.5016787912702854
test_set.py,TestSetSubclass.test_sub,0.874,0.901,0.932,1.322,1.353,1.407,1.5016648168701443
test_set.py,TestBasicOpsMixedStringBytes.test_empty_symmetric_difference,0.851,0.85675,0.868,1.263,1.2865,1.317,1.5016049022468632
test_ordered_dict.py,CPythonGeneralMappingTests.test_keys,0.884,0.902,0.94,1.32,1.35425,1.393,1.5013858093126384
test_iter.py,TestCase.test_iter_for_loop,0.85,0.858,0.866,1.264,1.288,1.323,1.5011655011655012
test_set.py,TestBasicOpsString.test_self_union,0.86,0.864,0.868,1.281,1.297,1.324,1.5011574074074074
test_set.py,TestOnlySetsDict.test_difference_update,0.872,0.896,0.915,1.316,1.345,1.369,1.5011160714285714
test_itertools.py,RegressionTests.test_sf_950057,0.909,0.922,0.937,1.322,1.384,1.429,1.5010845986984813
test_int.py,PyLongModuleTests.test_pylong_int_to_decimal,0.926,0.9410000000000001,0.984,1.382,1.4125,1.441,1.5010626992561105
test_userdict.py,UserDictTest.test_constructor,0.865,0.88825,0.908,1.303,1.33325,1.356,1.5009850830284268
test_set.py,TestUpdateOps.test_union_superset,0.87,0.89175,0.919,1.319,1.3385,1.353,1.5009812167087189
test_set.py,TestMutate.test_remove_until_empty,0.851,0.861,0.867,1.271,1.29225,1.311,1.5008710801393728
test_set.py,TestBasicOpsTuple.test_repr,0.871,0.8855,0.906,1.315,1.329,1.342,1.5008469791078487
test_int_literal.py,TestHexOctBin.test_hex_baseline,0.848,0.85575,0.863,1.278,1.2842500000000001,1.29,1.5007303534910899
test_set.py,TestBasicOpsString.test_length,0.858,0.86475,0.869,1.271,1.29775,1.321,1.500722752240532
test_exception_variations.py,ExceptTestCases.test_try_finally_no_exception,0.852,0.8625,0.875,1.264,1.294,1.318,1.5002898550724637
test_set.py,TestUpdateOps.test_sym_difference_method_call,0.873,0.8915,0.915,1.319,1.3375,1.369,1.5002804262478968
test_itertools.py,TestGC.test_cycle,0.854,0.9025000000000001,0.923,1.341,1.35375,1.364,1.4999999999999998
test_ordered_dict.py,CPythonOrderedDictSubclassTests.test_popitem_last,0.871,0.89475,0.919,1.319,1.342,1.379,1.499860296172115
test_ordered_dict.py,CPythonGeneralMappingTests.test_getitem,0.87,0.89025,0.913,1.31,1.33525,1.367,1.4998595900028082
test_itertools.py,TestExamples.test_combinations,0.907,0.915,0.92,1.368,1.37225,1.378,1.499726775956284
test_set.py,TestSetSubclass.test_constructor_identity,0.867,0.8945000000000001,0.92,1.306,1.3415,1.378,1.4997205142537728
test_generators.py,GeneratorThrowTest.test_exception_context_with_yield_from,0.863,0.8845000000000001,0.897,1.309,1.3265,1.333,1.4997173544375353
test_ordered_dict.py,CPythonOrderedDictSubclassTests.test_setitem,0.874,0.9097500000000001,0.939,1.337,1.36425,1.404,1.4995877988458366
test_set.py,TestBasicOpsEmpty.test_empty_union,0.883,0.9025000000000001,0.923,1.32,1.35325,1.432,1.4994459833795013
test_set.py,TestBasicOpsTriple.test_issue_37219,0.854,0.865,0.874,1.275,1.297,1.339,1.499421965317919
test_with.py,AssignmentTargetTestCase.testWithExtendedTargets,0.846,0.85875,0.872,1.258,1.2875,1.31,1.4992721979621544
test_collections.py,TestCollectionABCs.test_issue_5647,0.854,0.8694999999999999,0.896,1.275,1.3035,1.34,1.4991374353076483
test_list.py,ListTest.test_len,0.85,0.8585,0.87,1.275,1.287,1.293,1.4991263832265578
test_ordered_dict.py,CPythonSubclassMappingTests.test_constructor,0.863,0.88525,0.915,1.319,1.327,1.348,1.4990115786500988
test_set.py,TestBasicOpsBytes.test_union_empty,0.882,0.8935,0.91,1.331,1.33925,1.359,1.4988808058198098
test_set.py,TestUpdateOps.test_sym_difference_overlap,0.869,0.8895,0.922,1.318,1.333,1.358,1.498594716132659
test_tuple.py,TupleTest.test_len,0.851,0.8554999999999999,0.864,1.269,1.282,1.292,1.4985388661601404
test_set.py,TestBasicOpsSingleton.test_repr,0.86,0.88525,0.91,1.315,1.3265,1.349,1.4984467664501553
test_with.py,NestedWith.testEnterReturnsTuple,0.85,0.867,0.898,1.287,1.299,1.305,1.4982698961937715
test_range.py,RangeTest.test_repr,0.864,0.8805000000000001,0.917,1.312,1.319,1.333,1.4980124929017602
test_float.py,IEEEFormatTestCase.test_serialized_float_rounding,0.851,0.86375,0.875,1.269,1.29375,1.328,1.4978292329956584
test_userlist.py,UserListTest.test_minmax,0.853,0.86225,0.869,1.276,1.2915,1.313,1.4978254566541027
test_ordered_dict.py,CPythonGeneralMappingTests.test_pop,0.872,0.8895,0.92,1.313,1.33225,1.357,1.4977515458122541
test_userlist.py,UserListTest.test_mixedadd,0.858,0.87,0.877,1.276,1.303,1.343,1.4977011494252872
test_contextlib.py,ContextManagerTestCase.test_contextmanager_except,0.843,0.8565,0.869,1.275,1.28275,1.297,1.4976649153531816
test_generators.py,GeneratorTest.test_send_non_none_to_new_gen,0.853,0.86075,0.87,1.279,1.289,1.3,1.4975312227708393
test_set.py,TestBasicOpsString.test_empty_difference,0.859,0.87275,0.898,1.284,1.30675,1.325,1.497278716700086
test_generators.py,ExceptionTest.test_except_gen_except,0.856,0.86575,0.884,1.275,1.29625,1.324,1.4972567138319375
test_math.py,MathTests.testAcosh,0.852,0.89025,0.964,1.309,1.3327499999999999,1.359,1.4970513900589721
