test_file,test,base_time_min,base_time_mean,base_time_max,dynamo_time_min,dynamo_time_mean,dynamo_time_max,ratio
test_float.py,RoundTestCase.test_small_n,0.115,0.118,0.12,0.385,0.39275000000000004,0.396,3.328389830508475
test_set.py,TestSet.test_pop,0.116,0.11725,0.118,0.385,0.39025,0.396,3.328358208955224
test_itertools.py,TestBasicOps.test_filter,0.117,0.119,0.12,0.394,0.396,0.397,3.327731092436975
test_contextlib.py,ContextManagerTestCase.test_recursive,0.118,0.11925,0.12,0.395,0.39675000000000005,0.398,3.327044025157233
test_dict.py,SubclassMappingTests.test_get,0.115,0.117,0.121,0.385,0.38925,0.396,3.3269230769230766
test_itertools.py,TestExamples.test_combinations,0.116,0.1175,0.119,0.388,0.39075000000000004,0.393,3.3255319148936175
test_operator.py,PyOperatorTestCase.test_ge,0.116,0.11750000000000001,0.121,0.39,0.39075000000000004,0.391,3.325531914893617
test_list.py,ListTest.test_pop,0.12,0.12,0.12,0.393,0.399,0.405,3.325
test_complex.py,ComplexTest.test_sub,0.115,0.11675,0.12,0.387,0.388,0.389,3.323340471092077
test_ordered_dict.py,CPythonSubclassMappingTests.test_keys,0.114,0.11525,0.116,0.38,0.383,0.391,3.3232104121475055
test_raise.py,TestRaise.test_except_reraise,0.113,0.1145,0.116,0.378,0.3805,0.382,3.3231441048034935
test_set.py,TestOnlySetsOperator.test_sym_difference,0.116,0.11775,0.12,0.389,0.39125,0.393,3.3227176220806793
test_collections.py,TestCounter.test_lt,0.119,0.12025,0.122,0.394,0.3995,0.405,3.3222453222453225
test_set.py,TestBasicOpsString.test_empty_symmetric_difference,0.116,0.1165,0.117,0.382,0.38675000000000004,0.391,3.3197424892703866
test_math.py,MathTests.test_inf_constant,0.113,0.11525,0.118,0.371,0.3825,0.395,3.3188720173535793
test_collections.py,TestChainMap.test_dict_coercion,0.118,0.1195,0.121,0.392,0.3965,0.403,3.3179916317991633
test_float.py,GeneralFloatCases.test_float_mod,0.12,0.12075,0.121,0.399,0.4005,0.402,3.316770186335404
test_userdict.py,UserDictTest.test_keys,0.117,0.11875,0.121,0.389,0.39375000000000004,0.397,3.315789473684211
test_ordered_dict.py,CPythonOrderedDictTests.test_iterators_empty,0.12,0.1215,0.122,0.399,0.40275000000000005,0.406,3.3148148148148153
test_int_literal.py,TestHexOctBin.test_bin_baseline,0.115,0.1185,0.12,0.39,0.39275000000000004,0.398,3.314345991561182
test_math.py,MathTests.testCosh,0.119,0.12,0.121,0.395,0.3975,0.401,3.3125000000000004
test_ordered_dict.py,CSimpleLRUCacheTests.test_change_order_on_get,0.116,0.1195,0.122,0.392,0.39575000000000005,0.398,3.311715481171549
test_math.py,MathTests.testLog10,0.12,0.12125,0.123,0.4,0.4015,0.405,3.3113402061855672
test_iter.py,TestCase.test_iter_function,0.117,0.1175,0.118,0.383,0.389,0.396,3.3106382978723405
test_int.py,IntTestCases.test_invalid_signs,0.117,0.118,0.119,0.385,0.3905,0.395,3.3093220338983054
test_contextlib.py,ContextManagerTestCase.test_contextmanager_finally,0.116,0.11725000000000001,0.119,0.386,0.388,0.389,3.3091684434968016
test_ordered_dict.py,CPythonOrderedDictSubclassTests.test_setitem,0.12,0.12075,0.123,0.392,0.3995,0.404,3.308488612836439
test_set.py,TestFrozenSetSubclass.test_xor,0.119,0.12025,0.121,0.391,0.39775,0.41,3.307692307692308
test_itertools.py,TestExamples.test_product,0.118,0.119,0.12,0.391,0.3935,0.399,3.3067226890756305
test_collections.py,TestChainMap.test_ordering,0.12,0.12025,0.121,0.394,0.39725,0.401,3.3035343035343034
test_sys.py,SysModuleTest.test_implementation,0.116,0.118,0.121,0.386,0.38975000000000004,0.391,3.3029661016949157
test_set.py,TestSetSubclass.test_pop,0.115,0.1165,0.119,0.374,0.38475000000000004,0.394,3.3025751072961373
test_set.py,TestSetSubclass.test_inplace_on_self,0.117,0.119,0.121,0.391,0.393,0.396,3.3025210084033616
test_set.py,TestSetSubclass.test_sub_and_super,0.117,0.1195,0.123,0.391,0.39425,0.399,3.299163179916318
test_collections.py,TestCollectionABCs.test_issue_5647,0.116,0.1195,0.122,0.389,0.39425,0.399,3.299163179916318
test_operator.py,PyOperatorTestCase.test_contains,0.116,0.11875,0.12,0.39,0.39175000000000004,0.394,3.2989473684210533
test_dict.py,DictTest.test_copy,0.116,0.118,0.121,0.382,0.38925,0.4,3.2987288135593222
test_int_literal.py,TestHexOctBin.test_hex_baseline,0.117,0.119,0.121,0.389,0.3925,0.399,3.2983193277310927
test_list.py,ListTest.test_delslice,0.12,0.12,0.12,0.39,0.39575,0.407,3.2979166666666666
test_set.py,TestOnlySetsOperator.test_difference,0.116,0.11750000000000001,0.12,0.386,0.3875,0.388,3.2978723404255317
test_collections.py,TestChainMap.test_constructor,0.117,0.1185,0.12,0.389,0.39075000000000004,0.394,3.2974683544303804
test_list.py,ListTest.test_append,0.117,0.1185,0.12,0.381,0.39075000000000004,0.399,3.2974683544303804
test_list.py,ListTest.test_set_subscript,0.121,0.12125,0.122,0.396,0.39975000000000005,0.404,3.296907216494846
test_operator.py,PyOperatorTestCase.test_bitwise_xor,0.116,0.118,0.121,0.387,0.389,0.391,3.2966101694915255
test_ordered_dict.py,CPythonOrderedDictSubclassTests.test_popitem_last,0.118,0.11975,0.122,0.392,0.3945,0.399,3.294363256784969
test_userdict.py,UserDictTest.test_constructor,0.116,0.119,0.124,0.388,0.392,0.396,3.294117647058824
test_collections.py,TestCounter.test_unary,0.12,0.12075,0.121,0.394,0.39775000000000005,0.402,3.293995859213251
test_set.py,TestBinaryOps.test_union_subset,0.116,0.117,0.118,0.382,0.38525,0.389,3.2927350427350426
test_ordered_dict.py,CPythonOrderedDictTests.test_issue24667,0.121,0.122,0.123,0.398,0.4015,0.404,3.2909836065573774
test_collections.py,TestNamedTuple.test_keyword_only_arguments,0.116,0.117,0.118,0.383,0.385,0.39,3.2905982905982905
test_ordered_dict.py,CPythonOrderedDictTests.test_fromkeys,0.119,0.1215,0.123,0.381,0.39975,0.408,3.2901234567901234
test_list.py,ListTest.test_contains,0.117,0.119,0.122,0.391,0.3915,0.393,3.289915966386555
test_operator.py,PyOperatorTestCase.test_pow,0.117,0.119,0.121,0.389,0.3915,0.394,3.289915966386555
test_set.py,TestSet.test_ixor,0.116,0.11750000000000001,0.12,0.385,0.3865,0.388,3.2893617021276595
test_set.py,TestOnlySetsDict.test_difference,0.114,0.11699999999999999,0.12,0.379,0.38475000000000004,0.387,3.2884615384615388
test_set.py,TestMutate.test_remove_until_empty,0.116,0.11775,0.12,0.383,0.387,0.39,3.286624203821656
test_set.py,TestSet.test_inplace_on_self,0.118,0.1205,0.122,0.395,0.396,0.398,3.286307053941909
test_bool.py,BoolTest.test_subclass,0.117,0.11750000000000001,0.119,0.384,0.386,0.39,3.2851063829787233
test_contextlib.py,ContextManagerTestCase.test_contextmanager_except,0.116,0.11750000000000001,0.121,0.383,0.386,0.388,3.2851063829787233
test_generators.py,GeneratorThrowTest.test_exception_context_with_yield,0.116,0.11750000000000001,0.121,0.378,0.386,0.396,3.2851063829787233
test_set.py,TestSetSubclass.test_isub,0.119,0.11975,0.121,0.392,0.39325,0.395,3.2839248434237995
test_operator.py,PyOperatorTestCase.test_rshift,0.117,0.12,0.123,0.391,0.394,0.398,3.2833333333333337
test_heapq.py,TestModules.test_py_functions,0.12,0.12,0.12,0.393,0.394,0.395,3.2833333333333337
test_set.py,TestSet.test_sub_and_super,0.118,0.12,0.123,0.39,0.394,0.398,3.2833333333333337
test_userlist.py,UserListTest.test_radd_specials,0.117,0.11825,0.12,0.382,0.38825,0.391,3.2832980972515857
test_iter.py,TestCase.test_iter_class_for,0.116,0.1185,0.121,0.388,0.389,0.39,3.2827004219409286
test_complex.py,ComplexTest.test_mod_zero_division,0.116,0.1185,0.12,0.386,0.389,0.391,3.2827004219409286
test_math.py,MathTests.testFactorialHugeInputs,0.114,0.11674999999999999,0.12,0.375,0.38325,0.387,3.2826552462526766
test_set.py,TestSetSubclass.test_ior,0.116,0.118,0.121,0.385,0.38725,0.39,3.2817796610169494
test_set.py,TestSet.test_equality,0.117,0.11925,0.122,0.386,0.39125,0.395,3.2809224318658283
test_contextlib.py,ContextManagerTestCase.test_contextmanager_non_normalised,0.115,0.11750000000000001,0.121,0.383,0.3855,0.392,3.280851063829787
test_iter.py,TestCase.test_extending_list_with_iterator_does_not_segfault,0.12,0.1215,0.123,0.395,0.3985,0.403,3.279835390946502
test_iter.py,TestCase.test_iter_callable,0.119,0.12,0.121,0.392,0.3935,0.395,3.279166666666667
test_operator.py,PyOperatorTestCase.test_getitem,0.116,0.1185,0.121,0.382,0.38825,0.395,3.2763713080168775
test_iter.py,TestCase.test_sinkstate_dict,0.119,0.1205,0.121,0.391,0.39475000000000005,0.398,3.2759336099585066
test_tuple.py,TupleTest.test_iadd,0.116,0.11875,0.121,0.381,0.389,0.395,3.2757894736842106
test_with.py,NonLocalFlowControlTestCase.testWithContinue,0.113,0.118,0.121,0.383,0.3865,0.39,3.2754237288135597
test_set.py,TestSet.test_ior,0.118,0.119,0.12,0.387,0.38975000000000004,0.392,3.275210084033614
test_float.py,RoundTestCase.test_previous_round_bugs,0.117,0.11825,0.119,0.382,0.38725,0.393,3.2748414376321353
test_int_literal.py,TestHexOctBin.test_bin_unsigned,0.12,0.12025,0.121,0.389,0.39375000000000004,0.399,3.274428274428275
test_complex.py,ComplexTest.test_floordiv_zero_division,0.118,0.11875,0.119,0.387,0.38875000000000004,0.391,3.273684210526316
test_set.py,TestBinaryOps.test_intersection_superset,0.115,0.117,0.12,0.38,0.383,0.386,3.2735042735042734
test_float.py,RoundTestCase.test_inf_nan,0.118,0.1185,0.119,0.381,0.38775000000000004,0.393,3.2721518987341778
test_list.py,ListTest.test_list_resize_overflow,0.119,0.11975,0.121,0.387,0.39175000000000004,0.396,3.271398747390397
test_list.py,ListTest.test_insert,0.119,0.11975,0.12,0.385,0.39175000000000004,0.396,3.271398747390397
test_ordered_dict.py,CPythonOrderedDictTests.test_move_to_end_issue25406,0.12,0.12075,0.122,0.394,0.395,0.397,3.2712215320910976
test_complex.py,ComplexTest.test_negative_zero_repr_str,0.118,0.119,0.121,0.386,0.38925,0.394,3.2710084033613445
test_itertools.py,TestExamples.test_filterfalse,0.116,0.11725,0.118,0.38,0.3835,0.387,3.2707889125799574
test_iter.py,TestCase.test_mutating_seq_class_exhausted_iter,0.119,0.121,0.122,0.388,0.39575000000000005,0.399,3.2706611570247937
test_int_literal.py,TestHexOctBin.test_hex_unsigned,0.116,0.1175,0.119,0.383,0.38425,0.386,3.2702127659574467
test_collections.py,TestCounter.test_gt,0.118,0.11875,0.12,0.386,0.38825,0.392,3.2694736842105265
test_set.py,TestBasicOpsSingleton.test_issue_37219,0.117,0.11975,0.123,0.387,0.3915,0.394,3.269311064718163
test_set.py,TestOnlySetsNumeric.test_difference_update,0.116,0.11725,0.118,0.383,0.38325,0.384,3.2686567164179103
test_bool.py,BoolTest.test_real_and_imag,0.116,0.1185,0.12,0.384,0.38725,0.39,3.2679324894514767
test_collections.py,TestNamedTuple.test_new_builtins_issue_43102,0.116,0.11725,0.118,0.376,0.383,0.392,3.2665245202558637
test_generators.py,ExceptionTest.test_except_gen_except,0.115,0.11750000000000001,0.121,0.381,0.38375000000000004,0.388,3.265957446808511
test_with.py,NestedNonexceptionalTestCase.testSingleArgBoundToNonTuple,0.12,0.1205,0.121,0.388,0.3935,0.397,3.265560165975104
test_math.py,MathTests.testSqrt,0.118,0.1205,0.122,0.388,0.3935,0.399,3.265560165975104
test_userlist.py,UserListTest.test_mixedcmp,0.115,0.117,0.12,0.378,0.382,0.39,3.264957264957265
test_contextlib.py,TestContextDecorator.test_contextmanager_as_decorator,0.117,0.11825,0.121,0.384,0.386,0.387,3.2642706131078225
test_dict.py,DictTest.test_dictview_set_operations_on_keys,0.114,0.11674999999999999,0.12,0.376,0.381,0.386,3.26338329764454
test_int.py,IntTestCases.test_issue31619,0.116,0.11675,0.118,0.375,0.381,0.387,3.2633832976445394
test_set.py,TestCopyingNested.test_copy,0.115,0.11775,0.12,0.383,0.38425,0.386,3.2632696390658174
test_set.py,TestIdentities.test_exclusion,0.116,0.11750000000000001,0.121,0.374,0.38325,0.389,3.261702127659574
test_float.py,RoundTestCase.test_overflow,0.115,0.11675,0.119,0.372,0.38075000000000003,0.385,3.2612419700214135
test_int_literal.py,TestHexOctBin.test_oct_unsigned,0.115,0.1165,0.118,0.377,0.37975000000000003,0.386,3.259656652360515
test_list.py,ListTest.test_empty_slice,0.116,0.11675,0.117,0.379,0.3805,0.384,3.2591006423982867
test_operator.py,PyOperatorTestCase.test_mul,0.114,0.11775,0.121,0.371,0.38375000000000004,0.391,3.2590233545647562
test_ordered_dict.py,CPythonSubclassMappingTests.test_pop,0.115,0.11775000000000001,0.123,0.374,0.38375000000000004,0.397,3.259023354564756
test_set.py,TestFrozenSetSubclass.test_uniquification,0.12,0.12075,0.121,0.387,0.3935,0.4,3.2587991718426506
test_userlist.py,UserListTest.test_len,0.115,0.11699999999999999,0.12,0.376,0.38125,0.387,3.2585470085470085
test_set.py,TestOnlySetsNumeric.test_update,0.116,0.118,0.119,0.375,0.3845,0.392,3.258474576271187
test_operator.py,PyOperatorTestCase.test_sub,0.116,0.11825,0.12,0.383,0.38525,0.389,3.2579281183932345
test_set.py,TestSet.test_init,0.116,0.12025,0.125,0.382,0.39175000000000004,0.396,3.2577962577962585
test_set.py,TestOnlySetsOperator.test_intersection,0.117,0.11775000000000001,0.12,0.379,0.3835,0.389,3.2569002123142248
test_userlist.py,UserListTest.test_minmax,0.116,0.11875,0.12,0.378,0.38675000000000004,0.39,3.2568421052631584
test_userlist.py,UserListTest.test_imul,0.12,0.121,0.122,0.392,0.394,0.398,3.2561983471074383
test_iter.py,TestCase.test_sinkstate_yield,0.116,0.11725000000000001,0.121,0.373,0.38175000000000003,0.386,3.2558635394456292
test_collections.py,TestCounter.test_total,0.116,0.11925,0.121,0.385,0.38825,0.391,3.2557651991614254
test_operator.py,PyOperatorTestCase.test_lt,0.115,0.11925,0.121,0.383,0.38825,0.392,3.2557651991614254
test_contextlib.py,ContextManagerTestCase.test_contextmanager_plain,0.116,0.1165,0.118,0.375,0.37925,0.386,3.2553648068669525
test_set.py,TestSetSubclass.test_add,0.116,0.11875,0.121,0.379,0.3865,0.397,3.2547368421052636
test_operator.py,PyOperatorTestCase.test_setitem,0.116,0.11875,0.121,0.382,0.3865,0.392,3.2547368421052636
test_set.py,TestSetSubclass.test_iand,0.116,0.11975,0.123,0.386,0.38975000000000004,0.397,3.2546972860125267
test_math.py,MathTests.testRadians,0.118,0.12075,0.122,0.391,0.393,0.395,3.254658385093168
test_set.py,TestSetSubclass.test_init,0.116,0.121,0.124,0.384,0.39375000000000004,0.399,3.254132231404959
test_iter.py,TestCase.test_iter_function_stop,0.119,0.1195,0.12,0.381,0.38875000000000004,0.392,3.253138075313808
test_operator.py,PyOperatorTestCase.test_add,0.118,0.119,0.12,0.385,0.387,0.389,3.252100840336135
test_set.py,TestBasicOpsTuple.test_equivalent_equality,0.117,0.11825,0.121,0.379,0.3845,0.388,3.2515856236786473
test_set.py,TestIdentities.test_commutativity,0.115,0.1185,0.121,0.372,0.38525,0.394,3.2510548523206753
test_set.py,TestOnlySetsDict.test_eq_ne,0.119,0.1195,0.12,0.384,0.3885,0.392,3.251046025104603
test_set.py,TestSetSubclass.test_ixor,0.12,0.12075,0.121,0.388,0.3925,0.395,3.2505175983436856
test_int.py,IntStrDigitLimitsTests.test_underscores_ignored,0.117,0.118,0.119,0.381,0.3835,0.385,3.2500000000000004
test_dict.py,GeneralMappingTests.test_pop,0.118,0.119,0.12,0.383,0.38675000000000004,0.391,3.2500000000000004
test_ordered_dict.py,CPythonOrderedDictTests.test_setitem,0.119,0.12,0.121,0.387,0.39,0.392,3.2500000000000004
test_ordered_dict.py,CPythonGeneralMappingTests.test_get,0.117,0.11975,0.123,0.386,0.389,0.394,3.248434237995825
test_set.py,TestBasicOpsMixedStringBytes.test_length,0.116,0.11775000000000001,0.121,0.381,0.3825,0.384,3.2484076433121016
test_iter.py,TestCase.test_iter_class_iter,0.119,0.121,0.124,0.387,0.393,0.396,3.2479338842975207
test_iter.py,TestCase.test_sinkstate_sequence,0.119,0.12,0.121,0.384,0.38975000000000004,0.396,3.2479166666666672
test_iter.py,TestCase.test_iter_dict,0.116,0.11725000000000001,0.12,0.376,0.38075000000000003,0.39,3.2473347547974414
test_math.py,MathTests.testDegrees,0.119,0.1195,0.12,0.38,0.388,0.397,3.2468619246861925
test_with.py,NestedWith.testEnterReturnsTuple,0.117,0.1175,0.118,0.378,0.3815,0.384,3.246808510638298
test_set.py,TestMutate.test_update_unit_tuple_non_overlap,0.115,0.11750000000000001,0.122,0.378,0.3815,0.388,3.2468085106382976
test_ordered_dict.py,CPythonOrderedDictSubclassTests.test_reinsert,0.117,0.12,0.123,0.383,0.3895,0.401,3.2458333333333336
test_complex.py,ComplexTest.test_divmod_zero_division,0.115,0.119,0.122,0.381,0.38625,0.392,3.245798319327731
test_set.py,TestMutate.test_discard_present,0.117,0.11850000000000001,0.123,0.383,0.3845,0.386,3.244725738396624
test_iter.py,TestCase.test_seq_class_for,0.116,0.11750000000000001,0.12,0.379,0.38125,0.383,3.2446808510638294
test_float.py,RoundTestCase.test_None_ndigits,0.118,0.11875,0.119,0.382,0.38525,0.388,3.2442105263157894
test_with.py,NonexceptionalTestCase.testInlineGeneratorBoundToExistingVariable,0.117,0.11875,0.121,0.375,0.38525,0.391,3.2442105263157894
test_math.py,MathTests.testLog1p,0.121,0.121,0.121,0.39,0.3925,0.398,3.243801652892562
test_iter.py,TestCase.test_sinkstate_callable,0.121,0.121,0.121,0.389,0.3925,0.395,3.243801652892562
test_list.py,ListTest.test_overflow,0.118,0.11925,0.12,0.385,0.38675000000000004,0.39,3.2431865828092246
test_set.py,TestUpdateOps.test_difference_method_call,0.116,0.11825,0.119,0.378,0.3835,0.388,3.243128964059197
test_itertools.py,TestExamples.test_groupby,0.114,0.11624999999999999,0.119,0.372,0.377,0.381,3.243010752688172
test_set.py,TestOnlySetsTuple.test_union,0.12,0.1205,0.121,0.386,0.39075000000000004,0.394,3.2427385892116187
test_math.py,MathTests.testModf,0.117,0.1195,0.122,0.38,0.3875,0.404,3.2426778242677825
test_set.py,TestBasicOpsTuple.test_self_difference,0.117,0.1185,0.12,0.383,0.38425,0.387,3.242616033755274
test_operator.py,PyOperatorTestCase.test_is_not,0.117,0.1185,0.119,0.382,0.38425,0.386,3.242616033755274
test_operator.py,PyOperatorTestCase.test_bitwise_and,0.118,0.11975,0.121,0.386,0.38825,0.391,3.242171189979123
test_ordered_dict.py,CPythonGeneralMappingTests.test_pop,0.116,0.11725000000000001,0.121,0.371,0.38,0.389,3.2409381663113006
test_userlist.py,UserListTest.test_slice_type,0.12,0.1205,0.121,0.387,0.3905,0.396,3.240663900414938
test_with.py,NonexceptionalTestCase.testBoundGenerator,0.121,0.12175,0.123,0.39,0.3945,0.4,3.2402464065708423
test_set.py,TestBasicOpsString.test_empty_intersection,0.116,0.119,0.123,0.383,0.3855,0.387,3.2394957983193278
test_float.py,IEEEFormatTestCase.test_serialized_float_rounding,0.118,0.119,0.12,0.374,0.3855,0.408,3.2394957983193278
test_set.py,TestSet.test_isub,0.119,0.12025,0.122,0.382,0.3895,0.404,3.2390852390852394
test_collections.py,TestCounter.test_ge,0.12,0.1205,0.121,0.386,0.39025,0.394,3.2385892116182573
test_dict.py,DictTest.test_reverse_iterator_for_empty_dict,0.12,0.12075,0.121,0.387,0.391,0.401,3.238095238095238
test_math.py,IsCloseTests.test_negative_tolerances,0.118,0.11975,0.122,0.386,0.38775000000000004,0.393,3.237995824634656
test_int_literal.py,TestHexOctBin.test_oct_baseline,0.117,0.11925,0.121,0.378,0.386,0.392,3.2368972746331237
test_dict.py,DictTest.test_clear,0.115,0.11825,0.12,0.374,0.38275000000000003,0.39,3.2367864693446093
test_set.py,TestBasicOpsTuple.test_empty_difference,0.116,0.11825,0.121,0.38,0.38275000000000003,0.386,3.2367864693446093
test_complex.py,ComplexTest.test_boolcontext,0.112,0.11525,0.117,0.367,0.373,0.385,3.2364425162689803
test_set.py,TestSet.test_sub,0.117,0.1185,0.122,0.376,0.3835,0.392,3.236286919831224
test_set.py,TestSetOfSets.test_constructor,0.118,0.11875,0.12,0.382,0.38425,0.387,3.2357894736842105
test_set.py,TestOnlySetsNumeric.test_eq_ne,0.117,0.11775,0.118,0.372,0.381,0.393,3.2356687898089174
test_itertools.py,TestExamples.test_zip,0.115,0.11675,0.12,0.368,0.37775000000000003,0.385,3.235546038543897
test_set.py,TestSet.test_add,0.119,0.12125,0.123,0.388,0.39225,0.397,3.2350515463917526
test_ordered_dict.py,CPythonSubclassMappingTests.test_get,0.119,0.12025,0.121,0.386,0.389,0.396,3.2349272349272353
test_itertools.py,TestExamples.test_dropwhile,0.117,0.1185,0.12,0.382,0.38325,0.385,3.2341772151898733
test_complex.py,ComplexTest.test_floordiv,0.115,0.1165,0.12,0.371,0.37675000000000003,0.383,3.2339055793991416
test_set.py,TestMutate.test_discard_absent,0.116,0.11875,0.121,0.378,0.384,0.387,3.233684210526316
test_set.py,TestBasicOpsBytes.test_empty_union,0.117,0.11875,0.121,0.378,0.384,0.389,3.233684210526316
test_set.py,TestBinaryOps.test_isdisjoint_overlap,0.115,0.118,0.121,0.38,0.3815,0.384,3.233050847457627
test_sort.py,TestOptimizedCompares.test_none_in_tuples,0.115,0.1175,0.12,0.378,0.37975000000000003,0.381,3.231914893617022
test_with.py,NonexceptionalTestCase.testUnboundGenerator,0.118,0.11975,0.122,0.381,0.387,0.39,3.2317327766179544
test_complex.py,ComplexTest.test_getnewargs,0.115,0.11775,0.121,0.378,0.3805,0.386,3.231422505307856
test_itertools.py,TestExamples.test_cycle,0.12,0.121,0.122,0.384,0.391,0.397,3.231404958677686
test_math.py,MathTests.testTanh,0.116,0.11825,0.121,0.376,0.382,0.393,3.2304439746300213
test_set.py,TestBasicOpsBytes.test_intersection_empty,0.116,0.11775,0.12,0.38,0.38025,0.381,3.229299363057325
test_iter.py,TestCase.test_iter_range,0.116,0.118,0.12,0.378,0.381,0.383,3.228813559322034
test_list.py,ListTest.test_minmax,0.117,0.11825,0.121,0.381,0.38175000000000003,0.383,3.228329809725159
test_complex.py,ComplexTest.test_truediv_zero_division,0.119,0.1205,0.122,0.385,0.389,0.394,3.228215767634855
test_raise.py,TestCause.testCauseSyntax,0.115,0.11625,0.118,0.374,0.37525,0.376,3.2279569892473114
test_set.py,TestFrozenSet.test_uniquification,0.117,0.1185,0.121,0.38,0.3825,0.386,3.227848101265823
test_complex.py,ComplexTest.test_add,0.114,0.1175,0.12,0.376,0.37925,0.381,3.227659574468085
test_set.py,TestOnlySetsString.test_difference,0.119,0.11975,0.12,0.384,0.3865,0.389,3.227557411273487
test_math.py,MathTests.testSin,0.12,0.12,0.12,0.383,0.38725,0.391,3.2270833333333333
test_operator.py,PyOperatorTestCase.test_floordiv,0.115,0.118,0.12,0.372,0.38075000000000003,0.39,3.226694915254238
test_userlist.py,UserListTest.test_mixedadd,0.116,0.1195,0.122,0.38,0.3855,0.393,3.2259414225941425
test_set.py,TestOnlySetsDict.test_sym_difference_update,0.118,0.1185,0.119,0.379,0.38225,0.384,3.2257383966244726
test_set.py,TestOnlySetsDict.test_intersection,0.118,0.11975,0.121,0.382,0.38625,0.391,3.2254697286012526
test_iter.py,TestCase.test_exception_function,0.121,0.121,0.121,0.388,0.39025,0.394,3.225206611570248
test_tuple.py,TupleTest.test_len,0.116,0.11775000000000001,0.121,0.379,0.37975000000000003,0.382,3.225053078556263
test_set.py,TestBasicOpsString.test_intersection_empty,0.117,0.118,0.119,0.366,0.3805,0.39,3.2245762711864407
test_set.py,TestBasicOpsEmpty.test_issue_37219,0.117,0.11825,0.12,0.378,0.38125,0.384,3.2241014799154333
test_sort.py,TestDecorateSortUndecorate.test_key_with_exception,0.12,0.1205,0.121,0.385,0.3885,0.394,3.224066390041494
test_operator.py,PyOperatorTestCase.test_truediv,0.118,0.1195,0.121,0.38,0.38525,0.395,3.223849372384937
test_set.py,TestBasicOpsBytes.test_length,0.116,0.1185,0.12,0.381,0.382,0.384,3.2236286919831225
test_set.py,TestBasicOpsTuple.test_empty_symmetric_difference,0.117,0.1175,0.118,0.374,0.37875000000000003,0.386,3.2234042553191493
test_float.py,InfNanTest.test_inf_as_str,0.114,0.11674999999999999,0.119,0.371,0.37625,0.381,3.222698072805139
test_dict.py,GeneralMappingTests.test_values,0.115,0.11675,0.12,0.365,0.37625,0.385,3.2226980728051386
test_collections.py,TestUserObjects.test_dict_protocol,0.115,0.117,0.121,0.371,0.377,0.381,3.222222222222222
test_math.py,MathTests.testAtan,0.115,0.117,0.121,0.376,0.377,0.378,3.222222222222222
test_set.py,TestSet.test_set_literal_evaluation_order,0.117,0.117,0.117,0.376,0.377,0.378,3.222222222222222
test_list.py,ListTest.test_slice_assign_iterator,0.12,0.12075,0.121,0.383,0.389,0.393,3.2215320910973086
test_set.py,TestOnlySetsTuple.test_sym_difference,0.119,0.12,0.121,0.372,0.3865,0.392,3.2208333333333337
test_set.py,TestFrozenSet.test_setOfFrozensets,0.119,0.12125,0.123,0.386,0.3905,0.398,3.220618556701031
test_set.py,TestBasicOpsEmpty.test_copy,0.116,0.119,0.122,0.381,0.38325,0.386,3.2205882352941178
test_set.py,TestBasicOpsTriple.test_empty_difference,0.117,0.12025,0.123,0.381,0.38725,0.391,3.2203742203742203
test_tuple.py,TupleTest.test_imul,0.117,0.1185,0.121,0.376,0.3815,0.385,3.219409282700422
test_exception_variations.py,ExceptTestCases.test_nested_exception_in_finally_with_exception,0.118,0.1185,0.12,0.38,0.3815,0.383,3.219409282700422
test_set.py,TestFrozenSetSubclass.test_len,0.119,0.11975,0.121,0.384,0.3855,0.387,3.219206680584551
test_range.py,RangeTest.test_contains,0.116,0.11775,0.121,0.375,0.379,0.382,3.218683651804671
test_set.py,TestOnlySetsString.test_union,0.116,0.11775000000000001,0.121,0.372,0.379,0.387,3.2186836518046706
test_set.py,TestSetSubclass.test_setOfFrozensets,0.117,0.11775000000000001,0.12,0.374,0.379,0.388,3.2186836518046706
test_set.py,TestFrozenSetSubclass.test_equality,0.12,0.12125,0.122,0.385,0.39025,0.403,3.218556701030928
test_set.py,TestBinaryOps.test_union_non_overlap,0.118,0.119,0.12,0.378,0.383,0.387,3.2184873949579833
test_set.py,TestBasicOpsTuple.test_empty_union,0.117,0.11925,0.122,0.381,0.38375000000000004,0.386,3.218029350104822
test_tuple.py,TupleTest.test_repr,0.115,0.11625,0.117,0.373,0.374,0.376,3.2172043010752684
test_operator.py,PyOperatorTestCase.test_is,0.118,0.11975,0.121,0.378,0.38525,0.39,3.2171189979123174
test_set.py,TestBasicOpsTriple.test_intersection_empty,0.114,0.1175,0.12,0.373,0.378,0.387,3.217021276595745
test_list.py,ListTest.test_len,0.118,0.12,0.122,0.381,0.386,0.389,3.216666666666667
test_ordered_dict.py,CPythonOrderedDictTests.test_reinsert,0.12,0.12125,0.123,0.388,0.39,0.393,3.216494845360825
test_collections.py,TestChainMap.test_bool,0.119,0.12025,0.122,0.384,0.38675000000000004,0.391,3.2162162162162167
test_iter.py,TestCase.test_iter_for_loop,0.119,0.12025,0.121,0.382,0.38675000000000004,0.391,3.2162162162162167
test_math.py,MathTests.testFabs,0.117,0.11925,0.121,0.376,0.3835,0.392,3.215932914046122
test_set.py,TestUpdateOps.test_sym_difference_overlap,0.12,0.12075,0.122,0.384,0.38825,0.391,3.2153209109730847
